[2016-11-17 09:08:35.034]		推广：__fan.test.lacues.cn____
[2016-11-17 09:31:38.607]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.9398484895118908__fan.test.lacues.cn____
[2016-11-17 09:31:47.609]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 09:33:16.373]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.9398484895118908__fan.test.lacues.cn____
[2016-11-17 09:33:54.039]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 09:36:23.053]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 09:37:14.519]		推广：__fan.test.lacues.cn____
[2016-11-17 09:37:16.352]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:37:18.222]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:38:07.164]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:38:08.750]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:38:10.540]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:38:16.841]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:38:51.184]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:38:53.146]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:39:12.147]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:39:12.555]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.14205430099197014__fan.test.lacues.cn____
[2016-11-17 09:40:24.471]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:40:25.152]		推广：__fan.test.lacues.cn____
[2016-11-17 09:41:07.786]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:41:43.666]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:42:21.782]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:43:24.039]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:44:19.309]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:44:43.424]		推广：__fan.test.lacues.cn____
[2016-11-17 09:45:45.890]		推广：__fan.test.lacues.cn____
[2016-11-17 09:46:05.785]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:46:18.369]		推广：__fan.test.lacues.cn____
[2016-11-17 09:48:16.276]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:49:12.482]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 09:49:43.617]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 09:50:03.230]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 09:51:12.586]		推广：http://fan.test.lacues.cn/Account/MyNickName.html?t=0.10660314513370395__fan.test.lacues.cn____
[2016-11-17 09:51:14.538]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 09:51:25.213]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:51:43.601]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:51:45.951]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:56:12.662]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:57:05.010]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:57:05.322]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:57:07.268]		推广：http://fan.test.lacues.cn/Account/MyNickName.html?t=0.6804515742696822__fan.test.lacues.cn____
[2016-11-17 09:57:14.002]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 09:57:16.724]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.6473846766166389__fan.test.lacues.cn____
[2016-11-17 09:57:39.173]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:57:41.997]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:57:45.226]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:57:48.662]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:57:49.235]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:58:27.236]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:58:52.033]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 09:59:00.122]		推广：__fan.test.lacues.cn____
[2016-11-17 09:59:43.155]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.6473846766166389__fan.test.lacues.cn____
[2016-11-17 10:00:16.657]		推广：__fan.test.lacues.cn____
[2016-11-17 10:00:20.641]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:00:26.339]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.31281682825647295__fan.test.lacues.cn____
[2016-11-17 10:00:36.906]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.33288658736273646__fan.test.lacues.cn____
[2016-11-17 10:00:46.827]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.33288658736273646__fan.test.lacues.cn____
[2016-11-17 10:00:48.888]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:00:51.267]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.4778260930906981__fan.test.lacues.cn____
[2016-11-17 10:00:53.508]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.14108699490316212__fan.test.lacues.cn____
[2016-11-17 10:00:54.442]		推广：http://fan.test.lacues.cn/Account/AddressList.html?t=0.7909205555915833__fan.test.lacues.cn____
[2016-11-17 10:00:56.218]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.14108699490316212__fan.test.lacues.cn____
[2016-11-17 10:01:25.437]		推广：http://fan.test.lacues.cn/Account/MyNickName.html?t=0.32372596114873886__fan.test.lacues.cn____
[2016-11-17 10:01:47.298]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.6473846766166389__fan.test.lacues.cn____
[2016-11-17 10:05:40.702]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.6473846766166389__fan.test.lacues.cn____
[2016-11-17 10:11:01.041]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.060638225404545665__fan.test.lacues.cn____
[2016-11-17 10:11:03.350]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.6473846766166389__fan.test.lacues.cn____
[2016-11-17 10:11:05.224]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.7019361148122698__fan.test.lacues.cn____
[2016-11-17 10:13:58.610]		推广：__fan.test.lacues.cn____
[2016-11-17 10:13:59.562]		推广：__fan.test.lacues.cn____
[2016-11-17 10:14:55.441]		推广：__fan.test.lacues.cn____
[2016-11-17 10:14:59.103]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:15:00.994]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.48453657637170267__fan.test.lacues.cn____
[2016-11-17 10:17:02.431]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.7019361148122698__fan.test.lacues.cn____
[2016-11-17 10:17:10.403]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.7019361148122698__fan.test.lacues.cn____
[2016-11-17 10:18:10.926]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.9398484895118908__fan.test.lacues.cn____
[2016-11-17 10:24:28.583]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.48453657637170267__fan.test.lacues.cn____
[2016-11-17 10:24:39.342]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:24:40.456]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.48453657637170267__fan.test.lacues.cn____
[2016-11-17 10:24:44.844]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.9661384990477229__fan.test.lacues.cn____
[2016-11-17 10:24:46.690]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:24:48.682]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.05374932708254354__fan.test.lacues.cn____
[2016-11-17 10:27:22.719]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:28:25.212]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:28:36.131]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:28:46.116]		推广：__fan.test.lacues.cn____
[2016-11-17 10:29:12.253]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.9148254638050537__fan.test.lacues.cn____
[2016-11-17 10:29:13.257]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:29:16.349]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.08171039756266896__fan.test.lacues.cn____
[2016-11-17 10:29:17.336]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:29:56.348]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.05374932708254354__fan.test.lacues.cn____
[2016-11-17 10:30:22.255]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.6473846766166389__fan.test.lacues.cn____
[2016-11-17 10:30:25.355]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.7019361148122698__fan.test.lacues.cn____
[2016-11-17 10:30:26.880]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.280648163985461__fan.test.lacues.cn____
[2016-11-17 10:30:37.075]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.6247242903336883__fan.test.lacues.cn____
[2016-11-17 10:30:40.607]		推广：http://fan.test.lacues.cn/Account/MyNickName.html?t=0.6804515742696822__fan.test.lacues.cn____
[2016-11-17 10:30:41.939]		推广：http://fan.test.lacues.cn/Account/MyNickName.html?t=0.10660314513370395__fan.test.lacues.cn____
[2016-11-17 10:30:42.980]		推广：http://fan.test.lacues.cn/Account/MyNickName.html?t=0.3409279496408999__fan.test.lacues.cn____
[2016-11-17 10:30:45.920]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.7861254804302007__fan.test.lacues.cn____
[2016-11-17 10:30:47.580]		推广：http://fan.test.lacues.cn/Account/MyNickName.html?t=0.3409279496408999__fan.test.lacues.cn____
[2016-11-17 10:30:48.358]		推广：http://fan.test.lacues.cn/Account/MyAccount.html?t=0.7861254804302007__fan.test.lacues.cn____
[2016-11-17 10:30:54.210]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.4067191316280514__fan.test.lacues.cn____
[2016-11-17 10:31:46.178]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.05374932708254354__fan.test.lacues.cn____
[2016-11-17 10:32:26.107]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.4067191316280514__fan.test.lacues.cn____
[2016-11-17 10:32:54.894]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:32:56.489]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:32:59.102]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.08171039756266896__fan.test.lacues.cn____
[2016-11-17 10:33:02.837]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:33:39.938]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.4067191316280514__fan.test.lacues.cn____
[2016-11-17 10:34:36.708]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:34:36.979]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:34:37.242]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:34:37.343]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:34:37.719]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:35:10.228]		推广：__fan.test.lacues.cn____
[2016-11-17 10:35:38.462]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:37:02.905]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.4067191316280514__fan.test.lacues.cn____
[2016-11-17 10:38:47.251]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.4067191316280514__fan.test.lacues.cn____
[2016-11-17 10:40:40.209]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.4067191316280514__fan.test.lacues.cn____
[2016-11-17 10:40:45.686]		推广：http://fan.test.lacues.cn/Account/MyCoupon.html?t=0.6769932582974434__fan.test.lacues.cn____
[2016-11-17 10:40:48.664]		推广：http://fan.test.lacues.cn/index.html__fan.test.lacues.cn____
[2016-11-17 10:40:49.430]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.8842655767221004__fan.test.lacues.cn____
[2016-11-17 10:41:29.477]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.8842655767221004__fan.test.lacues.cn____
[2016-11-17 10:41:37.774]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.36420409101992846__fan.test.lacues.cn____
[2016-11-17 10:41:39.563]		推广：http://fan.test.lacues.cn/index.html__fan.test.lacues.cn____
[2016-11-17 10:41:41.268]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.0301792174577713__fan.test.lacues.cn____
[2016-11-17 10:42:47.802]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.0301792174577713__fan.test.lacues.cn____
[2016-11-17 10:43:30.642]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:43:53.074]		推广：http://fan.test.lacues.cn/Search.html?t=0.2991499937136912__fan.test.lacues.cn____
[2016-11-17 10:43:53.418]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 10:47:19.130]		推广：__fan.test.lacues.cn____
[2016-11-17 10:47:21.102]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:47:23.201]		推广：http://fan.test.lacues.cn/Search.html?t=0.1729783641640097__fan.test.lacues.cn____
[2016-11-17 10:47:30.727]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 10:47:35.480]		推广：http://fan.test.lacues.cn/Product_Detail.html?pid=8016465484__fan.test.lacues.cn____
[2016-11-17 10:47:36.464]		推广：__fan.test.lacues.cn____
[2016-11-17 10:47:41.824]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.4207424793858081__fan.test.lacues.cn____
[2016-11-17 10:47:45.820]		推广：http://fan.test.lacues.cn/Account/AddressEdit.html?addressid=0__fan.test.lacues.cn____
[2016-11-17 10:47:46.620]		推广：__fan.test.lacues.cn____
[2016-11-17 10:47:49.234]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.9297890122979879__fan.test.lacues.cn____
[2016-11-17 10:47:58.526]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.5662492595147341__fan.test.lacues.cn____
[2016-11-17 10:48:01.484]		推广：__fan.test.lacues.cn____
[2016-11-17 10:48:13.424]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.8764363573864102__fan.test.lacues.cn____
[2016-11-17 10:48:28.668]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.5662492595147341__fan.test.lacues.cn____
[2016-11-17 10:48:30.460]		推广：__fan.test.lacues.cn____
[2016-11-17 10:48:34.452]		推广：__fan.test.lacues.cn____
[2016-11-17 10:48:36.637]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:48:39.695]		推广：http://fan.test.lacues.cn/Search.html?t=0.7813858629669994__fan.test.lacues.cn____
[2016-11-17 10:49:17.368]		推广：http://fan.test.lacues.cn/Search.html?t=0.7813858629669994__fan.test.lacues.cn____
[2016-11-17 10:49:27.482]		推广：__fan.test.lacues.cn____
[2016-11-17 10:49:30.085]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 10:49:47.843]		推广：http://fan.test.lacues.cn/Search.html?t=0.7813858629669994__fan.test.lacues.cn____
[2016-11-17 10:49:58.636]		推广：http://fan.test.lacues.cn/Search.html?t=0.23962038360419413__fan.test.lacues.cn____
[2016-11-17 10:50:04.825]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 10:50:16.970]		推广：http://fan.test.lacues.cn/Product_Detail.html?pid=8016465483__fan.test.lacues.cn____
[2016-11-17 10:50:20.031]		推广：__fan.test.lacues.cn____
[2016-11-17 10:50:29.115]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.10089384973980486__fan.test.lacues.cn____
[2016-11-17 10:50:36.796]		推广：http://fan.test.lacues.cn/Account/AddressList.html?addressid=DZ161116100001__fan.test.lacues.cn____
[2016-11-17 10:50:37.513]		推广：__fan.test.lacues.cn____
[2016-11-17 10:50:50.658]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.7210294618271291__fan.test.lacues.cn____
[2016-11-17 10:50:56.201]		推广：http://fan.test.lacues.cn/Account/AddressList.html?addressid=DZ161109100002__fan.test.lacues.cn____
[2016-11-17 10:51:00.037]		推广：__fan.test.lacues.cn____
[2016-11-17 10:51:25.970]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.7163296360522509__fan.test.lacues.cn____
[2016-11-17 10:51:36.026]		推广：__fan.test.lacues.cn____
[2016-11-17 11:12:18.897]		推广：__fan.test.lacues.cn____
[2016-11-17 11:14:05.509]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 11:14:06.337]		推广：__fan.test.lacues.cn____
[2016-11-17 11:14:32.342]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 11:14:36.757]		推广：__fan.test.lacues.cn____
[2016-11-17 11:15:17.490]		推广：__fan.test.lacues.cn____
[2016-11-17 11:15:34.711]		推广：__fan.test.lacues.cn____
[2016-11-17 11:17:22.645]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 11:17:29.106]		推广：http://fan.test.lacues.cn/Category.html?t=0.9742814158089459__fan.test.lacues.cn____
[2016-11-17 11:17:50.634]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 11:17:54.020]		推广：http://fan.test.lacues.cn/Search.html?t=0.6805207417346537__fan.test.lacues.cn____
[2016-11-17 11:17:56.270]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 11:17:59.322]		推广：http://fan.test.lacues.cn/Category.html?t=0.6762406174093485__fan.test.lacues.cn____
[2016-11-17 11:18:03.445]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=category__fan.test.lacues.cn____
[2016-11-17 11:18:04.393]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 12:02:05.915]		推广：__fan.test.lacues.cn____
[2016-11-17 12:02:15.436]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 12:02:20.274]		推广：http://fan.test.lacues.cn/Search.html?t=0.8390109581183468__fan.test.lacues.cn____
[2016-11-17 12:02:29.219]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 12:02:34.353]		推广：http://fan.test.lacues.cn/Product_Detail.html?pid=58016100283__fan.test.lacues.cn____
[2016-11-17 12:02:38.456]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.0031327427729729296__fan.test.lacues.cn____
[2016-11-17 12:02:46.094]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.3248713862036886__fan.test.lacues.cn____
[2016-11-17 12:03:42.853]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.0031327427729729296__fan.test.lacues.cn____
[2016-11-17 12:03:46.613]		推广：http://fan.test.lacues.cn/Order/fapiao.html?uid=__fan.test.lacues.cn____
[2016-11-17 12:03:50.607]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?uid=__fan.test.lacues.cn____
[2016-11-17 12:03:57.236]		推广：http://fan.test.lacues.cn/Order/CouponCodes.html?shouldPay=60__fan.test.lacues.cn____
[2016-11-17 12:04:03.695]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?uid=__fan.test.lacues.cn____
[2016-11-17 12:04:06.768]		推广：http://fan.test.lacues.cn/Product_Detail.html?pid=58016100283__fan.test.lacues.cn____
[2016-11-17 12:04:14.461]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 12:04:21.786]		推广：http://fan.test.lacues.cn/Product_Detail.html?pid=8016465484__fan.test.lacues.cn____
[2016-11-17 12:06:36.340]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 12:06:40.589]		推广：http://fan.test.lacues.cn/Product_Detail.html?pid=8016465484__fan.test.lacues.cn____
[2016-11-17 12:06:53.420]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 12:06:56.382]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.05374932708254354__fan.test.lacues.cn____
[2016-11-17 12:06:59.082]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 12:07:00.301]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.9661384990477229__fan.test.lacues.cn____
[2016-11-17 12:07:03.406]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 12:07:04.228]		推广：http://fan.test.lacues.cn/Product_Detail.html?pid=8016465485__fan.test.lacues.cn____
[2016-11-17 12:07:08.461]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.9661384990477229__fan.test.lacues.cn____
[2016-11-17 12:07:10.333]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.47073714582957094__fan.test.lacues.cn____
[2016-11-17 12:07:13.453]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 12:07:17.852]		推广：http://fan.test.lacues.cn/Account/login.html?t=0.9661384990477229__fan.test.lacues.cn____
[2016-11-17 12:07:19.646]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 12:07:21.464]		推广：http://fan.test.lacues.cn/Search.html?t=0.16188843764846106__fan.test.lacues.cn____
[2016-11-17 12:07:24.122]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 12:07:32.319]		推广：http://fan.test.lacues.cn/Search.html?t=0.16188843764846106__fan.test.lacues.cn____
[2016-11-17 12:07:35.402]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 12:07:40.134]		推广：http://fan.test.lacues.cn/Order/CouponCodes.html?shouldPay=39__fan.test.lacues.cn____
[2016-11-17 12:07:46.980]		推广：http://fan.test.lacues.cn/order/OrderConfirm.html?t=0.47073714582957094__fan.test.lacues.cn____
[2016-11-17 12:09:02.205]		推广：http://fan.test.lacues.cn/Product_Detail.html?pid=8016465485__fan.test.lacues.cn____
[2016-11-17 12:09:08.317]		推广：http://fan.test.lacues.cn/Product_List.html?showtype=__fan.test.lacues.cn____
[2016-11-17 12:09:13.043]		推广：http://fan.test.lacues.cn/Search.html?t=0.8390109581183468__fan.test.lacues.cn____
[2016-11-17 12:09:17.897]		推广：http://fan.test.lacues.cn/__fan.test.lacues.cn____
[2016-11-17 12:09:25.211]		推广：http://fan.test.lacues.cn/Account/index.html?t=0.9719498264820214__fan.test.lacues.cn____
[2016-11-17 12:09:49.492]		推广：http://fan.test.lacues.cn/Account/MyCoupon.html?t=0.3696302043744858__fan.test.lacues.cn____
[2016-11-17 12:09:50.759]		推广：http://fan.test.lacues.cn/Search.html?t=0.16188843764846106__fan.test.lacues.cn____
